Sequencia	0.002	0.0023	0.0017
Espessura(mm)	6.0
Freq(GHz)	RL
12.400000 	 -0.515672
12.403500 	 -0.518987
12.407000 	 -0.368105
12.410500 	 -0.539968
12.414000 	 -0.477773
12.417500 	 -0.444469
12.421000 	 -0.577056
12.424500 	 -0.531698
12.428000 	 -0.590201
12.431500 	 -0.454116
12.435000 	 -0.324087
12.438500 	 -0.554174
12.442000 	 -0.483977
12.445500 	 -0.399291
12.449000 	 -0.420024
12.452500 	 -0.495682
12.456000 	 -0.498604
12.459500 	 -0.425343
12.463000 	 -0.507548
12.466500 	 -0.464452
12.470000 	 -0.389522
12.473500 	 -0.528017
12.477000 	 -0.473832
12.480500 	 -0.454426
12.484000 	 -0.497217
12.487500 	 -0.442746
12.491000 	 -0.422315
12.494500 	 -0.410665
12.498000 	 -0.502348
12.501500 	 -0.576994
12.505000 	 -0.521584
12.508500 	 -0.439051
12.512000 	 -0.454664
12.515500 	 -0.414435
12.519000 	 -0.468267
12.522500 	 -0.521676
12.526000 	 -0.494884
12.529500 	 -0.450345
12.533000 	 -0.387894
12.536500 	 -0.314374
12.540000 	 -0.380456
12.543500 	 -0.423431
12.547000 	 -0.291657
12.550500 	 -0.388512
12.554000 	 -0.485411
12.557500 	 -0.444780
12.561000 	 -0.541554
12.564500 	 -0.515217
12.568000 	 -0.499176
12.571500 	 -0.418681
12.575000 	 -0.428158
12.578500 	 -0.435039
12.582000 	 -0.417349
12.585500 	 -0.338781
12.589000 	 -0.448135
12.592500 	 -0.433379
12.596000 	 -0.395535
12.599500 	 -0.512250
12.603000 	 -0.493141
12.606500 	 -0.478118
12.610000 	 -0.444762
12.613500 	 -0.484286
12.617000 	 -0.504399
12.620500 	 -0.642636
12.624000 	 -0.417912
12.627500 	 -0.519016
12.631000 	 -0.462402
12.634500 	 -0.454539
12.638000 	 -0.529305
12.641500 	 -0.457431
12.645000 	 -0.504557
12.648500 	 -0.449161
12.652000 	 -0.446662
12.655500 	 -0.548510
12.659000 	 -0.497364
12.662500 	 -0.369347
12.666000 	 -0.495054
12.669500 	 -0.495138
12.673000 	 -0.459843
12.676500 	 -0.442505
12.680000 	 -0.478450
12.683500 	 -0.379717
12.687000 	 -0.432651
12.690500 	 -0.410978
12.694000 	 -0.472586
12.697500 	 -0.435663
12.701000 	 -0.460058
12.704500 	 -0.451547
12.708000 	 -0.412170
12.711500 	 -0.484324
12.715000 	 -0.521197
12.718500 	 -0.397199
12.722000 	 -0.503721
12.725500 	 -0.440347
12.729000 	 -0.526979
12.732500 	 -0.466890
12.736000 	 -0.424089
12.739500 	 -0.499391
12.743000 	 -0.488113
12.746500 	 -0.410124
12.750000 	 -0.556377
12.753500 	 -0.429977
12.757000 	 -0.470563
12.760500 	 -0.377226
12.764000 	 -0.671433
12.767500 	 -0.499699
12.771000 	 -0.400897
12.774500 	 -0.410043
12.778000 	 -0.547216
12.781500 	 -0.580848
12.785000 	 -0.420640
12.788500 	 -0.359810
12.792000 	 -0.484431
12.795500 	 -0.483688
12.799000 	 -0.422045
12.802500 	 -0.352038
12.806000 	 -0.475159
12.809500 	 -0.410798
12.813000 	 -0.392284
12.816500 	 -0.506358
12.820000 	 -0.388548
12.823500 	 -0.475648
12.827000 	 -0.447591
12.830500 	 -0.509733
12.834000 	 -0.457629
12.837500 	 -0.309088
12.841000 	 -0.497559
12.844500 	 -0.286189
12.848000 	 -0.433385
12.851500 	 -0.398243
12.855000 	 -0.416073
12.858500 	 -0.517093
12.862000 	 -0.451100
12.865500 	 -0.459824
12.869000 	 -0.441299
12.872500 	 -0.407744
12.876000 	 -0.425825
12.879500 	 -0.433358
12.883000 	 -0.473510
12.886500 	 -0.454746
12.890000 	 -0.320150
12.893500 	 -0.377421
12.897000 	 -0.445011
12.900500 	 -0.504477
12.904000 	 -0.541477
12.907500 	 -0.460473
12.911000 	 -0.457290
12.914500 	 -0.503028
12.918000 	 -0.541926
12.921500 	 -0.556014
12.925000 	 -0.472850
12.928500 	 -0.443198
12.932000 	 -0.445807
12.935500 	 -0.413237
12.939000 	 -0.348056
12.942500 	 -0.530681
12.946000 	 -0.488980
12.949500 	 -0.430997
12.953000 	 -0.562295
12.956500 	 -0.533219
12.960000 	 -0.515545
12.963500 	 -0.447960
12.967000 	 -0.436143
12.970500 	 -0.381943
12.974000 	 -0.377524
12.977500 	 -0.574941
12.981000 	 -0.579737
12.984500 	 -0.518329
12.988000 	 -0.488916
12.991500 	 -0.424007
12.995000 	 -0.320175
12.998500 	 -0.483797
13.002000 	 -0.384214
13.005500 	 -0.390092
13.009000 	 -0.442797
13.012500 	 -0.468785
13.016000 	 -0.488257
13.019500 	 -0.601283
13.023000 	 -0.582966
13.026500 	 -0.471638
13.030000 	 -0.485348
13.033500 	 -0.427488
13.037000 	 -0.569929
13.040500 	 -0.402782
13.044000 	 -0.509238
13.047500 	 -0.513598
13.051000 	 -0.506541
13.054500 	 -0.593081
13.058000 	 -0.555021
13.061500 	 -0.459424
13.065000 	 -0.530505
13.068500 	 -0.541043
13.072000 	 -0.547272
13.075500 	 -0.487650
13.079000 	 -0.458728
13.082500 	 -0.584987
13.086000 	 -0.522093
13.089500 	 -0.447227
13.093000 	 -0.487687
13.096500 	 -0.472773
13.100000 	 -0.488395
13.103500 	 -0.516637
13.107000 	 -0.534317
13.110500 	 -0.547805
13.114000 	 -0.444784
13.117500 	 -0.532953
13.121000 	 -0.512947
13.124500 	 -0.459718
13.128000 	 -0.389000
13.131500 	 -0.407342
13.135000 	 -0.519787
13.138500 	 -0.425104
13.142000 	 -0.475086
13.145500 	 -0.498884
13.149000 	 -0.403447
13.152500 	 -0.485010
13.156000 	 -0.532721
13.159500 	 -0.593845
13.163000 	 -0.603962
13.166500 	 -0.513168
13.170000 	 -0.469738
13.173500 	 -0.584977
13.177000 	 -0.401927
13.180500 	 -0.479767
13.184000 	 -0.564715
13.187500 	 -0.565853
13.191000 	 -0.478424
13.194500 	 -0.495817
13.198000 	 -0.467497
13.201500 	 -0.477528
13.205000 	 -0.539227
13.208500 	 -0.540926
13.212000 	 -0.516362
13.215500 	 -0.531214
13.219000 	 -0.567615
13.222500 	 -0.538830
13.226000 	 -0.472134
13.229500 	 -0.502799
13.233000 	 -0.504843
13.236500 	 -0.460534
13.240000 	 -0.584962
13.243500 	 -0.591058
13.247000 	 -0.581501
13.250500 	 -0.517875
13.254000 	 -0.484734
13.257500 	 -0.518808
13.261000 	 -0.424085
13.264500 	 -0.528290
13.268000 	 -0.598964
13.271500 	 -0.698980
13.275000 	 -0.240372
13.278500 	 -0.614031
13.282000 	 -0.601894
13.285500 	 -0.566578
13.289000 	 -0.434560
13.292500 	 -0.461375
13.296000 	 -0.545773
13.299500 	 -0.455204
13.303000 	 -0.535990
13.306500 	 -0.521509
13.310000 	 -0.514796
13.313500 	 -0.475426
13.317000 	 -0.561043
13.320500 	 -0.535094
13.324000 	 -0.519940
13.327500 	 -0.483037
13.331000 	 -0.512266
13.334500 	 -0.423152
13.338000 	 -0.445519
13.341500 	 -0.555378
13.345000 	 -0.580516
13.348500 	 -0.477307
13.352000 	 -0.386922
13.355500 	 -0.611468
13.359000 	 -0.424861
13.362500 	 -0.404607
13.366000 	 -0.265120
13.369500 	 -0.501749
13.373000 	 -0.534927
13.376500 	 -0.463604
13.380000 	 -0.472248
13.383500 	 -0.459252
13.387000 	 -0.632877
13.390500 	 -0.505260
13.394000 	 -0.512264
13.397500 	 -0.672876
13.401000 	 -0.509536
13.404500 	 -0.388540
13.408000 	 -0.559049
13.411500 	 -0.577375
13.415000 	 -0.474251
13.418500 	 -0.531085
13.422000 	 -0.536737
13.425500 	 -0.612544
13.429000 	 -0.402228
13.432500 	 -0.531986
13.436000 	 -0.545208
13.439500 	 -0.497481
13.443000 	 -0.592682
13.446500 	 -0.592942
13.450000 	 -0.487116
13.453500 	 -0.563735
13.457000 	 -0.551204
13.460500 	 -0.575005
13.464000 	 -0.627077
13.467500 	 -0.477421
13.471000 	 -0.545505
13.474500 	 -0.470430
13.478000 	 -0.576164
13.481500 	 -0.540735
13.485000 	 -0.516858
13.488500 	 -0.467073
13.492000 	 -0.348781
13.495500 	 -0.512367
13.499000 	 -0.616556
13.502500 	 -0.654057
13.506000 	 -0.579621
